"WDID"	"Date/time of sample collection"	"Monitoring Location Latitude"	"Monitoring Location Longitude"	"Parameter"	"Result"	"Units"	"Latitude"	"Longitude"	"DateEntered"
"9 30I005770"	12/22/2016 0:00:00	33.43	-117.62	"Turbidity"	34.00	"NTU"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	12/22/2016 0:00:00	33.43	-117.62	"Volatile Suspended Solids (VSS)"	6.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	12/22/2016 0:00:00	33.43	-117.62	"Volatile Suspended Solids (VSS)"	10.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	12/22/2016 0:00:00	33.43	-117.62	"Volatile Suspended Solids (VSS)"	14.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	12/22/2016 0:00:00	33.43	-117.62	"Volatile Suspended Solids (VSS)"	16.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	12/22/2016 0:00:00	33.43	-117.62	"Volatile Suspended Solids (VSS)"	21.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	12/22/2016 0:00:00	33.43	-117.62	"Volatile Suspended Solids (VSS)"	23.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	12/22/2016 0:00:00	33.43	-117.62	"Volatile Suspended Solids (VSS)"	27.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/5/2017 0:00:00	33.43	-117.62	"Oil and Grease"	2.10	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/5/2017 0:00:00	33.43	-117.62	"Oil and Grease"	2.40	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/5/2017 0:00:00	33.43	-117.62	"Oil and Grease"	3.50	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/5/2017 0:00:00	33.43	-117.62	"pH"	7.07	"SU"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/5/2017 0:00:00	33.43	-117.62	"pH"	7.10	"SU"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/5/2017 0:00:00	33.43	-117.62	"pH"	7.12	"SU"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/5/2017 0:00:00	33.43	-117.62	"pH"	7.15	"SU"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/5/2017 0:00:00	33.43	-117.62	"pH"	7.20	"SU"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/5/2017 0:00:00	33.43	-117.62	"pH"	7.21	"SU"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/5/2017 0:00:00	33.43	-117.62	"pH"	7.40	"SU"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/5/2017 0:00:00	33.43	-117.62	"pH"	7.56	"SU"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/5/2017 0:00:00	33.43	-117.62	"Phosphorus Total (as P)"	0.40	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/5/2017 0:00:00	33.43	-117.62	"Phosphorus Total (as P)"	0.65	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/5/2017 0:00:00	33.43	-117.62	"Phosphorus Total (as P)"	0.70	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/5/2017 0:00:00	33.43	-117.62	"Phosphorus Total (as P)"	0.75	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/5/2017 0:00:00	33.43	-117.62	"Phosphorus Total (as P)"	1.50	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/5/2017 0:00:00	33.43	-117.62	"Phosphorus Total (as P)"	3.75	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/5/2017 0:00:00	33.43	-117.62	"Total Dissolved Solids (TDS)"	14.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/5/2017 0:00:00	33.43	-117.62	"Total Dissolved Solids (TDS)"	15.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/5/2017 0:00:00	33.43	-117.62	"Total Dissolved Solids (TDS)"	21.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/5/2017 0:00:00	33.43	-117.62	"Total Dissolved Solids (TDS)"	25.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/5/2017 0:00:00	33.43	-117.62	"Total Dissolved Solids (TDS)"	30.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/5/2017 0:00:00	33.43	-117.62	"Total Dissolved Solids (TDS)"	75.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/5/2017 0:00:00	33.43	-117.62	"Total Dissolved Solids (TDS)"	120.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/5/2017 0:00:00	33.43	-117.62	"Total Suspended Solids (TSS)"	17.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/5/2017 0:00:00	33.43	-117.62	"Total Suspended Solids (TSS)"	18.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/5/2017 0:00:00	33.43	-117.62	"Total Suspended Solids (TSS)"	49.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/5/2017 0:00:00	33.43	-117.62	"Total Suspended Solids (TSS)"	50.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/5/2017 0:00:00	33.43	-117.62	"Total Suspended Solids (TSS)"	74.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/5/2017 0:00:00	33.43	-117.62	"Total Suspended Solids (TSS)"	96.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/5/2017 0:00:00	33.43	-117.62	"Total Suspended Solids (TSS)"	135.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/5/2017 0:00:00	33.43	-117.62	"Total Suspended Solids (TSS)"	616.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/5/2017 0:00:00	33.43	-117.62	"Turbidity"	26.20	"NTU"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/5/2017 0:00:00	33.43	-117.62	"Turbidity"	26.70	"NTU"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/5/2017 0:00:00	33.43	-117.62	"Turbidity"	28.00	"NTU"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/5/2017 0:00:00	33.43	-117.62	"Turbidity"	39.00	"NTU"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/5/2017 0:00:00	33.43	-117.62	"Turbidity"	46.40	"NTU"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/5/2017 0:00:00	33.43	-117.62	"Turbidity"	50.20	"NTU"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/5/2017 0:00:00	33.43	-117.62	"Turbidity"	129.00	"NTU"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/5/2017 0:00:00	33.43	-117.62	"Turbidity"	201.00	"NTU"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/5/2017 0:00:00	33.43	-117.62	"Volatile Suspended Solids (VSS)"	5.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/5/2017 0:00:00	33.43	-117.62	"Volatile Suspended Solids (VSS)"	17.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/5/2017 0:00:00	33.43	-117.62	"Volatile Suspended Solids (VSS)"	19.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/5/2017 0:00:00	33.43	-117.62	"Volatile Suspended Solids (VSS)"	27.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/5/2017 0:00:00	33.43	-117.62	"Volatile Suspended Solids (VSS)"	43.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/5/2017 0:00:00	33.43	-117.62	"Volatile Suspended Solids (VSS)"	53.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/5/2017 0:00:00	33.43	-117.62	"Volatile Suspended Solids (VSS)"	227.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/9/2017 0:00:00	33.43	-117.62	"pH"	8.01	"SU"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/9/2017 0:00:00	33.43	-117.62	"pH"	8.19	"SU"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/9/2017 0:00:00	33.43	-117.62	"pH"	8.20	"SU"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/9/2017 0:00:00	33.43	-117.62	"pH"	8.23	"SU"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/9/2017 0:00:00	33.43	-117.62	"pH"	8.26	"SU"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/9/2017 0:00:00	33.43	-117.62	"pH"	8.27	"SU"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/9/2017 0:00:00	33.43	-117.62	"Phosphorus Total (as P)"	0.40	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/9/2017 0:00:00	33.43	-117.62	"Phosphorus Total (as P)"	0.62	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/9/2017 0:00:00	33.43	-117.62	"Phosphorus Total (as P)"	0.75	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/9/2017 0:00:00	33.43	-117.62	"Phosphorus Total (as P)"	0.86	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/9/2017 0:00:00	33.43	-117.62	"Phosphorus Total (as P)"	1.35	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/9/2017 0:00:00	33.43	-117.62	"Phosphorus Total (as P)"	3.10	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/9/2017 0:00:00	33.43	-117.62	"Total Dissolved Solids (TDS)"	19.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/9/2017 0:00:00	33.43	-117.62	"Total Dissolved Solids (TDS)"	20.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/9/2017 0:00:00	33.43	-117.62	"Total Dissolved Solids (TDS)"	22.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/9/2017 0:00:00	33.43	-117.62	"Total Dissolved Solids (TDS)"	28.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/9/2017 0:00:00	33.43	-117.62	"Total Dissolved Solids (TDS)"	54.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/9/2017 0:00:00	33.43	-117.62	"Total Dissolved Solids (TDS)"	105.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/9/2017 0:00:00	33.43	-117.62	"Total Suspended Solids (TSS)"	5.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/9/2017 0:00:00	33.43	-117.62	"Total Suspended Solids (TSS)"	6.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/9/2017 0:00:00	33.43	-117.62	"Total Suspended Solids (TSS)"	10.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/9/2017 0:00:00	33.43	-117.62	"Total Suspended Solids (TSS)"	12.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/9/2017 0:00:00	33.43	-117.62	"Total Suspended Solids (TSS)"	14.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/9/2017 0:00:00	33.43	-117.62	"Total Suspended Solids (TSS)"	98.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/9/2017 0:00:00	33.43	-117.62	"Turbidity"	4.80	"NTU"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/9/2017 0:00:00	33.43	-117.62	"Turbidity"	5.40	"NTU"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/9/2017 0:00:00	33.43	-117.62	"Turbidity"	9.00	"NTU"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/9/2017 0:00:00	33.43	-117.62	"Turbidity"	12.30	"NTU"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/9/2017 0:00:00	33.43	-117.62	"Turbidity"	15.40	"NTU"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/9/2017 0:00:00	33.43	-117.62	"Turbidity"	150.00	"NTU"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/9/2017 0:00:00	33.43	-117.62	"Volatile Suspended Solids (VSS)"	2.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/9/2017 0:00:00	33.43	-117.62	"Volatile Suspended Solids (VSS)"	3.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/9/2017 0:00:00	33.43	-117.62	"Volatile Suspended Solids (VSS)"	5.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/9/2017 0:00:00	33.43	-117.62	"Volatile Suspended Solids (VSS)"	7.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/9/2017 0:00:00	33.43	-117.62	"Volatile Suspended Solids (VSS)"	40.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005771"	1/6/2016 0:00:00	33.50	-117.60	"Ammonia Total (as N)"	0.28	"mg/L"	33.51	-117.62	8/14/2017 13:08:08
"9 30I005771"	1/6/2016 0:00:00	33.50	-117.60	"E.coli"	2.00	"MPN/100 mL"	33.51	-117.62	8/14/2017 13:08:08
"9 30I005771"	1/6/2016 0:00:00	33.50	-117.60	"Enterococci"	11.00	"MPN/100 mL"	33.51	-117.62	8/14/2017 13:08:08
"9 30I005771"	1/6/2016 0:00:00	33.50	-117.60	"Oil and Grease"	2.60	"mg/L"	33.51	-117.62	8/14/2017 13:08:08
"9 30I005771"	1/6/2016 0:00:00	33.50	-117.60	"pH"	7.46	"SU"	33.51	-117.62	8/14/2017 13:08:08
"9 30I005771"	1/6/2016 0:00:00	33.50	-117.60	"Phosphorus Total (as P)"	0.48	"mg/L"	33.51	-117.62	8/14/2017 13:08:08
"9 30I005771"	1/6/2016 0:00:00	33.50	-117.60	"Total Kjeldahl Nitrogen (TKN) (as N)"	3.35	"mg/L"	33.51	-117.62	8/14/2017 13:08:08
"9 30I005771"	1/6/2016 0:00:00	33.50	-117.60	"Total Suspended Solids (TSS)"	204.00	"mg/L"	33.51	-117.62	8/14/2017 13:08:08
"9 30I005771"	1/20/2017 0:00:00	33.51	-117.62	"Ammonia Total (as N)"	0.29	"mg/L"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	1/20/2017 0:00:00	33.51	-117.62	"Ammonia Total (as N)"	0.30	"mg/L"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	1/20/2017 0:00:00	33.51	-117.69	"Ammonia Total (as N)"	0.31	"mg/L"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	1/20/2017 0:00:00	33.51	-117.62	"Ammonia Total (as N)"	0.34	"mg/L"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	1/20/2017 0:00:00	33.51	-117.62	"Nitrogen, Total (as N)"	1.75	"mg/L"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	1/20/2017 0:00:00	33.51	-117.62	"Nitrogen, Total (as N)"	2.05	"mg/L"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	1/20/2017 0:00:00	33.51	-117.62	"Nitrogen, Total (as N)"	2.15	"mg/L"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	1/20/2017 0:00:00	33.51	-117.69	"Nitrogen, Total (as N)"	2.25	"mg/L"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	1/20/2017 0:00:00	33.51	-117.62	"pH"	7.64	"SU"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	1/20/2017 0:00:00	33.51	-117.62	"pH"	7.87	"SU"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	1/20/2017 0:00:00	33.51	-117.62	"pH"	7.94	"SU"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	1/20/2017 0:00:00	33.51	-117.69	"pH"	7.98	"SU"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	1/20/2017 0:00:00	33.51	-117.62	"Phosphorus Total (as P)"	0.10	"mg/L"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	1/20/2017 0:00:00	33.51	-117.69	"Phosphorus Total (as P)"	0.25	"mg/L"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	1/20/2017 0:00:00	33.51	-117.62	"Phosphorus Total (as P)"	0.48	"mg/L"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	1/20/2017 0:00:00	33.51	-117.62	"Phosphorus Total (as P)"	0.58	"mg/L"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	1/20/2017 0:00:00	33.51	-117.62	"Total Suspended Solids (TSS)"	1.20	"mg/L"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	1/20/2017 0:00:00	33.51	-117.62	"Total Suspended Solids (TSS)"	2.00	"mg/L"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	1/20/2017 0:00:00	33.51	-117.69	"Total Suspended Solids (TSS)"	4.40	"mg/L"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	2/7/2017 0:00:00	33.51	-117.62	"Ammonia Total (as N)"	0.55	"mg/L"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	2/7/2017 0:00:00	33.51	-117.69	"Ammonia Total (as N)"	1.40	"mg/L"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	2/7/2017 0:00:00	33.51	-117.62	"Ammonia Total (as N)"	1.85	"mg/L"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	2/7/2017 0:00:00	33.51	-117.62	"Ammonia Total (as N)"	2.40	"mg/L"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	2/7/2017 0:00:00	33.51	-117.69	"E.coli"	800.00	"MPN/100 mL"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	2/7/2017 0:00:00	33.51	-117.62	"E.coli"	1200.00	"MPN/100 mL"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	2/7/2017 0:00:00	33.51	-117.62	"E.coli"	1500.00	"MPN/100 mL"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	2/7/2017 0:00:00	33.51	-117.62	"E.coli"	1700.00	"MPN/100 mL"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	2/7/2017 0:00:00	33.51	-117.62	"Enterococci"	4500.00	"MPN/100 mL"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	2/7/2017 0:00:00	33.51	-117.69	"Enterococci"	5000.00	"MPN/100 mL"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	2/7/2017 0:00:00	33.51	-117.62	"Enterococci"	6000.00	"MPN/100 mL"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	2/7/2017 0:00:00	33.51	-117.62	"Nitrogen, Total (as N)"	2.60	"mg/L"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	2/7/2017 0:00:00	33.51	-117.69	"Nitrogen, Total (as N)"	3.85	"mg/L"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	2/7/2017 0:00:00	33.51	-117.62	"Nitrogen, Total (as N)"	4.20	"mg/L"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	2/7/2017 0:00:00	33.51	-117.62	"Nitrogen, Total (as N)"	4.75	"mg/L"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	2/7/2017 0:00:00	33.51	-117.69	"pH"	7.00	"SU"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	2/7/2017 0:00:00	33.51	-117.62	"Phosphorus Total (as P)"	0.15	"mg/L"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	2/7/2017 0:00:00	33.51	-117.62	"Phosphorus Total (as P)"	0.20	"mg/L"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	2/7/2017 0:00:00	33.51	-117.62	"Phosphorus Total (as P)"	0.60	"mg/L"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	2/7/2017 0:00:00	33.51	-117.62	"Total Suspended Solids (TSS)"	12.40	"mg/L"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	2/7/2017 0:00:00	33.51	-117.62	"Total Suspended Solids (TSS)"	33.60	"mg/L"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	2/7/2017 0:00:00	33.51	-117.69	"Total Suspended Solids (TSS)"	35.20	"mg/L"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	2/7/2017 0:00:00	33.51	-117.62	"Total Suspended Solids (TSS)"	60.00	"mg/L"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	2/17/2017 0:00:00	33.51	-117.62	"Ammonia Total (as N)"	0.20	"mg/L"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	2/17/2017 0:00:00	33.51	-117.69	"Ammonia Total (as N)"	0.85	"mg/L"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	2/17/2017 0:00:00	33.51	-117.62	"Ammonia Total (as N)"	1.05	"mg/L"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	2/17/2017 0:00:00	33.51	-117.62	"Ammonia Total (as N)"	1.75	"mg/L"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	2/17/2017 0:00:00	33.51	-117.62	"E.coli"	2.00	"MPN/100 mL"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	2/17/2017 0:00:00	33.51	-117.69	"E.coli"	7.00	"MPN/100 mL"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	2/17/2017 0:00:00	33.51	-117.62	"E.coli"	17.00	"MPN/100 mL"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	2/17/2017 0:00:00	33.51	-117.62	"Enterococci"	160.00	"MPN/100 mL"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	2/17/2017 0:00:00	33.51	-117.69	"Enterococci"	300.00	"MPN/100 mL"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	2/17/2017 0:00:00	33.51	-117.62	"Enterococci"	600.00	"MPN/100 mL"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	2/17/2017 0:00:00	33.51	-117.62	"Enterococci"	1600.00	"MPN/100 mL"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	2/17/2017 0:00:00	33.51	-117.62	"Nitrogen, Total (as N)"	2.55	"mg/L"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	2/17/2017 0:00:00	33.51	-117.69	"Nitrogen, Total (as N)"	2.90	"mg/L"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	2/17/2017 0:00:00	33.51	-117.62	"Nitrogen, Total (as N)"	3.60	"mg/L"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	2/17/2017 0:00:00	33.51	-117.62	"Nitrogen, Total (as N)"	5.40	"mg/L"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	2/17/2017 0:00:00	33.51	-117.62	"Oil and Grease"	2.30	"mg/L"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	2/17/2017 0:00:00	33.51	-117.69	"Oil and Grease"	3.10	"mg/L"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	2/17/2017 0:00:00	33.51	-117.62	"Oil and Grease"	3.60	"mg/L"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	2/17/2017 0:00:00	33.51	-117.62	"pH"	6.97	"SU"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	2/17/2017 0:00:00	33.51	-117.62	"pH"	7.13	"SU"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	2/17/2017 0:00:00	33.51	-117.62	"pH"	7.36	"SU"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	2/17/2017 0:00:00	33.51	-117.69	"pH"	7.45	"SU"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	2/17/2017 0:00:00	33.51	-117.62	"Phosphorus Total (as P)"	0.15	"mg/L"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	2/17/2017 0:00:00	33.51	-117.69	"Phosphorus Total (as P)"	0.20	"mg/L"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	2/17/2017 0:00:00	33.51	-117.62	"Phosphorus Total (as P)"	0.35	"mg/L"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	2/17/2017 0:00:00	33.51	-117.62	"Total Suspended Solids (TSS)"	52.00	"mg/L"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	2/17/2017 0:00:00	33.51	-117.62	"Total Suspended Solids (TSS)"	56.00	"mg/L"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	2/17/2017 0:00:00	33.51	-117.62	"Total Suspended Solids (TSS)"	169.00	"mg/L"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005771"	2/17/2017 0:00:00	33.51	-117.69	"Total Suspended Solids (TSS)"	206.00	"mg/L"	33.51	-117.62	8/14/2017 13:08:09
"9 30I005772"	9/15/2015 0:00:00	33.59	-117.65	"Nitrogen, Total (as N)"	3.60	"mg/L"	33.59	-117.65	8/14/2017 13:08:07
"9 30I005772"	9/15/2015 0:00:00	33.59	-117.65	"Nitrogen, Total (as N)"	9.80	"mg/L"	33.59	-117.65	8/14/2017 13:08:07
"9 30I005772"	9/15/2015 0:00:00	33.59	-117.65	"pH"	6.11	"SU"	33.59	-117.65	8/14/2017 13:08:07
"9 30I005772"	9/15/2015 0:00:00	33.59	-117.65	"pH"	6.15	"SU"	33.59	-117.65	8/14/2017 13:08:07
"9 30I005772"	9/15/2015 0:00:00	33.59	-117.65	"Phosphorus Total (as P)"	0.52	"mg/L"	33.59	-117.65	8/14/2017 13:08:07
"9 30I005772"	9/15/2015 0:00:00	33.59	-117.65	"Phosphorus Total (as P)"	0.80	"mg/L"	33.59	-117.65	8/14/2017 13:08:07
"9 30I005772"	9/15/2015 0:00:00	33.59	-117.65	"Total Suspended Solids (TSS)"	16.00	"mg/L"	33.59	-117.65	8/14/2017 13:08:07
"9 30I005772"	9/15/2015 0:00:00	33.59	-117.65	"Total Suspended Solids (TSS)"	31.00	"mg/L"	33.59	-117.65	8/14/2017 13:08:07
"9 30I005772"	12/11/2015 0:00:00	33.59	-117.65	"Nitrogen, Total (as N)"	3.55	"mg/L"	33.59	-117.65	8/14/2017 13:08:07
"9 30I005772"	12/11/2015 0:00:00	33.59	-117.65	"Nitrogen, Total (as N)"	3.60	"mg/L"	33.59	-117.65	8/14/2017 13:08:07
"9 30I005772"	12/11/2015 0:00:00	33.59	-117.65	"Oil and Grease"	2.00	"mg/L"	33.59	-117.65	8/14/2017 13:08:07
